From,To,perfect_match_percent,threshold_pass_percent,failed_percent,total_success_rate,total_observations,successful_observations,failed_observations,total_routes,single_route_observations,multi_route_observations,expected_observations,missing_observations,data_coverage_percent,id
1359,3770,100,0,0,100,384,384,0,384,384,0,384,0,100,803
1365,2311,100,0,0,100,384,384,0,384,384,0,384,0,100,804
1365,3411,100,0,0,100,384,384,0,384,384,0,384,0,100,805
1365,8079,100,0,0,100,384,384,0,384,384,0,384,0,100,806
1369,8079,100,0,0,100,384,384,0,384,384,0,384,0,100,807
1373,10179,95.0521,0,4.94792,95.0521,384,365,19,384,384,0,384,0,100,808
1373,10607,100,0,0,100,384,384,0,384,384,0,384,0,100,809
1373,3720,100,0,0,100,384,384,0,384,384,0,384,0,100,810
1373,9736,100,0,0,100,384,384,0,384,384,0,384,0,100,811
1375,1209,100,0,0,100,384,384,0,384,384,0,384,0,100,812
1375,1377,100,0,0,100,384,384,0,384,384,0,384,0,100,813
1377,1375,100,0,0,100,384,384,0,384,384,0,384,0,100,814
1377,1379,100,0,0,100,384,384,0,384,384,0,384,0,100,815
1379,12095,100,0,0,100,384,384,0,384,384,0,384,0,100,816
1979,10129,100,0,0,100,384,384,0,384,384,0,384,0,100,817
8059,4059,100,0,0,100,384,384,0,384,384,0,384,0,100,818
1379,1377,100,0,0,100,384,384,0,384,384,0,384,0,100,819
1391,1229,100,0,0,100,384,384,0,384,384,0,384,0,100,820
1391,4050,100,0,0,100,384,384,0,384,384,0,384,0,100,821
1395,1399,100,0,0,100,384,384,0,384,384,0,384,0,100,822
1395,9461,100,0,0,100,384,384,0,384,384,0,384,0,100,823
1397,12067,100,0,0,100,384,384,0,384,384,0,384,0,100,824
1397,1401,100,0,0,100,384,384,0,384,384,0,384,0,100,825
1399,12067,100,0,0,100,384,384,0,384,384,0,384,0,100,826
1399,1395,100,0,0,100,384,384,0,384,384,0,384,0,100,827
1399,8080,100,0,0,100,384,384,0,384,384,0,384,0,100,828
1401,1397,100,0,0,100,384,384,0,384,384,0,384,0,100,829
1401,3694,100,0,0,100,384,384,0,384,384,0,384,0,100,830
1405,11447,100,0,0,100,384,384,0,388,380,4,384,0,100,831
1405,3694,100,0,0,100,384,384,0,384,384,0,384,0,100,832
1405,9326,100,0,0,100,384,384,0,384,384,0,384,0,100,833
1409,1419,100,0,0,100,384,384,0,384,384,0,384,0,100,834
2035,4158,100,0,0,100,384,384,0,384,384,0,384,0,100,835
1407,1409,100,0,0,100,384,384,0,384,384,0,384,0,100,836
1407,3019,100,0,0,100,384,384,0,384,384,0,384,0,100,837
1407,4183,100,0,0,100,384,384,0,384,384,0,384,0,100,838
1409,1407,100,0,0,100,384,384,0,384,384,0,384,0,100,839
1409,1601,100,0,0,100,384,384,0,384,384,0,384,0,100,840
1419,1409,100,0,0,100,384,384,0,384,384,0,384,0,100,841
1419,1421,100,0,0,100,384,384,0,384,384,0,384,0,100,842
1419,1653,100,0,0,100,384,384,0,384,384,0,384,0,100,843
1421,1419,100,0,0,100,384,384,0,384,384,0,384,0,100,844
1421,1425,100,0,0,100,384,384,0,384,384,0,384,0,100,845
1421,1675,100,0,0,100,384,384,0,384,384,0,384,0,100,846
1449,11449,100,0,0,100,384,384,0,384,384,0,384,0,100,847
1449,1447,100,0,0,100,384,384,0,384,384,0,384,0,100,848
1425,1421,100,0,0,100,384,384,0,384,384,0,384,0,100,849
1425,1427,100,0,0,100,384,384,0,384,384,0,384,0,100,850
1425,2771,100,0,0,100,384,384,0,384,384,0,384,0,100,851
1427,1425,100,0,0,100,384,384,0,384,384,0,384,0,100,852
1427,1433,100,0,0,100,384,384,0,384,384,0,384,0,100,853
1427,2329,100,0,0,100,384,384,0,384,384,0,384,0,100,854
1433,1427,100,0,0,100,384,384,0,384,384,0,384,0,100,855
1433,1661,100,0,0,100,384,384,0,384,384,0,384,0,100,856
1461,11347,100,0,0,100,384,384,0,384,384,0,384,0,100,857
1445,3780,100,0,0,100,384,384,0,384,384,0,384,0,100,858
1445,9410,100,0,0,100,384,384,0,384,384,0,384,0,100,859
1447,1449,100,0,0,100,384,384,0,384,384,0,384,0,100,860
1447,3552,100,0,0,100,384,384,0,384,384,0,384,0,100,861
1447,3780,100,0,0,100,384,384,0,384,384,0,384,0,100,862
1449,11307,100,0,0,100,384,384,0,384,384,0,384,0,100,863
1461,1463,100,0,0,100,384,384,0,384,384,0,384,0,100,864
1463,1461,100,0,0,100,384,384,0,384,384,0,384,0,100,865
2039,2035,100,0,0,100,384,384,0,384,384,0,384,0,100,866
2039,2041,100,0,0,100,384,384,0,384,384,0,384,0,100,867
1463,1471,100,0,0,100,384,384,0,384,384,0,384,0,100,868
2041,2039,100,0,0,100,384,384,0,384,384,0,384,0,100,869
1473,1471,100,0,0,100,384,384,0,384,384,0,384,0,100,870
1589,5655,100,0,0,100,384,384,0,384,384,0,384,0,100,871
1592,1589,100,0,0,100,384,384,0,384,384,0,384,0,100,872
1471,1161,100,0,0,100,384,384,0,384,384,0,384,0,100,873
1471,1463,100,0,0,100,384,384,0,384,384,0,384,0,100,874
1471,1473,100,0,0,100,384,384,0,384,384,0,384,0,100,875
1592,1595,100,0,0,100,384,384,0,384,384,0,384,0,100,876
1635,3415,100,0,0,100,384,384,0,384,384,0,384,0,100,877
1631,8072,100,0,0,100,384,384,0,384,384,0,384,0,100,878
149,11894,100,0,0,100,384,384,0,384,384,0,384,0,100,879
149,153,100,0,0,100,384,384,0,384,384,0,384,0,100,880
1473,8073,100,0,0,100,384,384,0,384,384,0,384,0,100,881
1487,11348,100,0,0,100,384,384,0,384,384,0,384,0,100,882
1487,11349,100,0,0,100,384,384,0,457,317,67,384,0,100,883
149,4225,100,0,0,100,384,384,0,384,384,0,384,0,100,884
1505,1516,100,0,0,100,384,384,0,384,384,0,384,0,100,885
1505,649,100,0,0,100,384,384,0,384,384,0,384,0,100,886
1505,653,100,0,0,100,384,384,0,384,384,0,384,0,100,887
1635,8072,100,0,0,100,384,384,0,388,380,4,384,0,100,888
1516,1505,100,0,0,100,384,384,0,384,384,0,384,0,100,889
1516,483,100,0,0,100,384,384,0,384,384,0,384,0,100,890
153,161,100,0,0,100,384,384,0,384,384,0,384,0,100,891
1643,11352,100,0,0,100,384,384,0,384,384,0,384,0,100,892
1841,4217,100,0,0,100,384,384,0,384,384,0,384,0,100,893
1527,549,100,0,0,100,384,384,0,384,384,0,384,0,100,894
153,639,100,0,0,100,384,384,0,384,384,0,384,0,100,895
153,857,100,0,0,100,384,384,0,384,384,0,384,0,100,896
1527,7116,100,0,0,100,384,384,0,384,384,0,384,0,100,897
153,149,100,0,0,100,384,384,0,384,384,0,384,0,100,898
2324,11438,100,0,0,100,384,384,0,384,384,0,384,0,100,899
1573,1285,100,0,0,100,384,384,0,384,384,0,384,0,100,900
1573,1587,100,0,0,100,384,384,0,384,384,0,384,0,100,901
1587,1573,100,0,0,100,384,384,0,384,384,0,384,0,100,902
1587,1593,100,0,0,100,384,384,0,384,384,0,384,0,100,903
1587,1663,100,0,0,100,384,384,0,384,384,0,384,0,100,904
1589,1592,100,0,0,100,384,384,0,384,384,0,384,0,100,905
1589,2247,100,0,0,100,384,384,0,384,384,0,384,0,100,906
1593,11350,100,0,0,100,384,384,0,384,384,0,384,0,100,907
1593,1587,100,0,0,100,384,384,0,384,384,0,384,0,100,908
1593,2311,100,0,0,100,384,384,0,384,384,0,384,0,100,909
1595,1287,100,0,0,100,384,384,0,384,384,0,384,0,100,910
1595,1592,100,0,0,100,384,384,0,384,384,0,384,0,100,911
1601,11351,100,0,0,100,384,384,0,384,384,0,384,0,100,912
1601,1409,100,0,0,100,384,384,0,384,384,0,384,0,100,913
1663,1587,100,0,0,100,384,384,0,384,384,0,384,0,100,914
313,3928,100,0,0,100,384,384,0,384,384,0,384,0,100,915
1601,3018,100,0,0,100,384,384,0,384,384,0,384,0,100,916
161,153,100,0,0,100,384,384,0,384,384,0,384,0,100,917
161,17,100,0,0,100,384,384,0,384,384,0,384,0,100,918
161,1987,44.7917,0,55.2083,44.7917,384,172,212,596,172,212,384,0,100,919
1617,1619,100,0,0,100,384,384,0,384,384,0,384,0,100,920
1617,4183,100,0,0,100,384,384,0,384,384,0,384,0,100,921
1619,1617,100,0,0,100,384,384,0,384,384,0,384,0,100,922
1619,1621,100,0,0,100,384,384,0,384,384,0,384,0,100,923
1621,10579,100,0,0,100,384,384,0,384,384,0,384,0,100,924
1621,1619,100,0,0,100,384,384,0,384,384,0,384,0,100,925
1635,11352,100,0,0,100,384,384,0,384,384,0,384,0,100,926
1621,1629,100,0,0,100,384,384,0,384,384,0,384,0,100,927
1629,1621,100,0,0,100,384,384,0,384,384,0,384,0,100,928
1629,1631,100,0,0,100,384,384,0,384,384,0,384,0,100,929
1629,2375,100,0,0,100,384,384,0,384,384,0,384,0,100,930
1631,1629,100,0,0,100,384,384,0,384,384,0,384,0,100,931
1631,2435,100,0,0,100,384,384,0,384,384,0,384,0,100,932
1653,10579,100,0,0,100,384,384,0,384,384,0,384,0,100,933
1653,1419,100,0,0,100,384,384,0,384,384,0,384,0,100,934
1653,1655,100,0,0,100,384,384,0,384,384,0,384,0,100,935
1655,1653,100,0,0,100,384,384,0,384,384,0,384,0,100,936
1655,1659,100,0,0,100,384,384,0,384,384,0,384,0,100,937
1655,2769,100,0,0,100,384,384,0,384,384,0,384,0,100,938
1979,7,100,0,0,100,384,384,0,384,384,0,384,0,100,939
1659,1655,100,0,0,100,384,384,0,384,384,0,384,0,100,940
1659,1661,100,0,0,100,384,384,0,384,384,0,384,0,100,941
1659,2445,100,0,0,100,384,384,0,384,384,0,384,0,100,942
1661,1433,100,0,0,100,384,384,0,384,384,0,384,0,100,943
1661,1659,100,0,0,100,384,384,0,384,384,0,384,0,100,944
1661,1707,100,0,0,100,384,384,0,384,384,0,384,0,100,945
1981,12619,100,0,0,100,384,384,0,384,384,0,384,0,100,946
1663,1671,100,0,0,100,384,384,0,384,384,0,384,0,100,947
1983,10129,100,0,0,100,384,384,0,384,384,0,384,0,100,948
1983,12619,100,0,0,100,384,384,0,384,384,0,384,0,100,949
1671,1663,100,0,0,100,384,384,0,384,384,0,384,0,100,950
1671,1675,100,0,0,100,384,384,0,384,384,0,384,0,100,951
8061,8062,100,0,0,100,384,384,0,384,384,0,384,0,100,952
1671,1689,100,0,0,100,384,384,0,384,384,0,384,0,100,953
1675,1421,100,0,0,100,384,384,0,384,384,0,384,0,100,954
1675,1671,100,0,0,100,384,384,0,384,384,0,384,0,100,955
1675,2329,100,0,0,100,384,384,0,384,384,0,384,0,100,956
1707,12106,100,0,0,100,384,384,0,384,384,0,384,0,100,957
1819,1811,100,0,0,100,384,384,0,384,384,0,384,0,100,958
1701,1689,100,0,0,100,384,384,0,384,384,0,384,0,100,959
1689,1671,100,0,0,100,384,384,0,384,384,0,384,0,100,960
1689,1701,100,0,0,100,384,384,0,384,384,0,384,0,100,961
17,161,100,0,0,100,384,384,0,384,384,0,384,0,100,962
17,19,100,0,0,100,384,384,0,384,384,0,384,0,100,963
17,4189,100,0,0,100,384,384,0,384,384,0,384,0,100,964
17,9187,100,0,0,100,384,384,0,384,384,0,384,0,100,965
1701,2329,100,0,0,100,384,384,0,384,384,0,384,0,100,966
1819,1823,100,0,0,100,384,384,0,384,384,0,384,0,100,967
1823,11355,100,0,0,100,384,384,0,384,384,0,384,0,100,968
1707,1661,100,0,0,100,384,384,0,384,384,0,384,0,100,969
1707,2445,100,0,0,100,384,384,0,384,384,0,384,0,100,970
1711,12107,100,0,0,100,384,384,0,384,384,0,384,0,100,971
1711,1713,100,0,0,100,384,384,0,384,384,0,384,0,100,972
1711,2445,100,0,0,100,384,384,0,384,384,0,384,0,100,973
1713,11353,100,0,0,100,384,384,0,384,384,0,384,0,100,974
1713,1711,100,0,0,100,384,384,0,384,384,0,384,0,100,975
1743,1733,100,0,0,100,384,384,0,384,384,0,384,0,100,976
1823,1819,100,0,0,100,384,384,0,384,384,0,384,0,100,977
1983,2087,100,0,0,100,384,384,0,384,384,0,384,0,100,978
1713,1747,100,0,0,100,384,384,0,386,382,2,384,0,100,979
1721,11353,100,0,0,100,384,384,0,384,384,0,384,0,100,980
1721,11354,100,0,0,100,384,384,0,384,384,0,384,0,100,981
1721,1747,100,0,0,100,384,384,0,408,360,24,384,0,100,982
2029,4100,100,0,0,100,384,384,0,384,384,0,384,0,100,983
1723,11354,100,0,0,100,384,384,0,384,384,0,384,0,100,984
1733,1743,100,0,0,100,384,384,0,384,384,0,384,0,100,985
1733,2435,100,0,0,100,384,384,0,384,384,0,384,0,100,986
1733,3415,100,0,0,100,384,384,0,384,384,0,384,0,100,987
1743,11185,100,0,0,100,384,384,0,384,384,0,384,0,100,988
1841,1843,100,0,0,100,384,384,0,384,384,0,384,0,100,989
8061,9378,100,0,0,100,384,384,0,384,384,0,384,0,100,990
1743,1747,100,0,0,100,384,384,0,384,384,0,384,0,100,991
1747,1713,100,0,0,100,384,384,0,393,375,9,384,0,100,992
1753,665,100,0,0,100,384,384,0,384,384,0,384,0,100,993
301,10647,100,0,0,100,384,384,0,384,384,0,384,0,100,994
1747,1721,100,0,0,100,384,384,0,409,359,25,384,0,100,995
1747,1743,100,0,0,100,384,384,0,384,384,0,384,0,100,996
1753,3904,100,0,0,100,384,384,0,384,384,0,384,0,100,997
1755,1757,100,0,0,100,384,384,0,384,384,0,384,0,100,998
1757,1755,100,0,0,100,384,384,0,384,384,0,384,0,100,999
1757,3930,100,0,0,100,384,384,0,384,384,0,384,0,100,1000
1757,4243,100,0,0,100,384,384,0,384,384,0,384,0,100,1001
1763,1767,100,0,0,100,384,384,0,384,384,0,384,0,100,1002
2029,4194,100,0,0,100,384,384,0,384,384,0,384,0,100,1003
1763,1811,100,0,0,100,384,384,0,384,384,0,384,0,100,1004
1763,3582,100,0,0,100,384,384,0,384,384,0,384,0,100,1005
1767,1763,100,0,0,100,384,384,0,384,384,0,384,0,100,1006
1767,1779,100,0,0,100,384,384,0,384,384,0,384,0,100,1007
1767,4076,100,0,0,100,384,384,0,384,384,0,384,0,100,1008
1770,4076,100,0,0,100,384,384,0,384,384,0,384,0,100,1009
1779,12353,100,0,0,100,384,384,0,384,384,0,384,0,100,1010
1779,1767,100,0,0,100,384,384,0,384,384,0,384,0,100,1011
1779,1781,100,0,0,100,384,384,0,384,384,0,384,0,100,1012
1781,10928,100,0,0,100,384,384,0,384,384,0,384,0,100,1013
1781,1779,100,0,0,100,384,384,0,384,384,0,384,0,100,1014
1781,1783,100,0,0,100,384,384,0,384,384,0,384,0,100,1015
1783,12353,100,0,0,100,384,384,0,384,384,0,384,0,100,1016
1783,1781,100,0,0,100,384,384,0,384,384,0,384,0,100,1017
1783,536,100,0,0,100,384,384,0,384,384,0,384,0,100,1018
1791,3711,100,0,0,100,384,384,0,384,384,0,384,0,100,1019
1791,553,100,0,0,100,384,384,0,384,384,0,384,0,100,1020
1793,1801,100,0,0,100,384,384,0,384,384,0,384,0,100,1021
1793,3711,100,0,0,100,384,384,0,384,384,0,384,0,100,1022
1811,1763,100,0,0,100,384,384,0,384,384,0,384,0,100,1023
1811,1819,100,0,0,100,384,384,0,384,384,0,384,0,100,1024
1793,5654,100,0,0,100,384,384,0,384,384,0,384,0,100,1025
1801,12355,100,0,0,100,384,384,0,384,384,0,384,0,100,1026
1801,1793,100,0,0,100,384,384,0,384,384,0,384,0,100,1027
1811,12353,100,0,0,100,384,384,0,384,384,0,384,0,100,1028
2029,9128,100,0,0,100,384,384,0,384,384,0,384,0,100,1029
8062,8061,100,0,0,100,384,384,0,384,384,0,384,0,100,1030
1843,1841,100,0,0,100,384,384,0,384,384,0,384,0,100,1031
1843,5654,100,0,0,100,384,384,0,384,384,0,384,0,100,1032
1843,683,100,0,0,100,384,384,0,384,384,0,384,0,100,1033
19,17,100,0,0,100,384,384,0,384,384,0,384,0,100,1034
19,25,100,0,0,100,384,384,0,384,384,0,384,0,100,1035
19,639,100,0,0,100,384,384,0,384,384,0,384,0,100,1036
1908,10531,100,0,0,100,384,384,0,384,384,0,384,0,100,1037
1908,11223,100,0,0,100,384,384,0,384,384,0,384,0,100,1038
1908,1909,100,0,0,100,384,384,0,384,384,0,384,0,100,1039
1909,1908,100,0,0,100,384,384,0,384,384,0,384,0,100,1040
1909,4132,100,0,0,100,384,384,0,384,384,0,384,0,100,1041
2031,4084,100,0,0,100,384,384,0,384,384,0,384,0,100,1042
2031,4158,100,0,0,100,384,384,0,384,384,0,384,0,100,1043
8062,8063,100,0,0,100,384,384,0,384,384,0,384,0,100,1044
1909,9266,100,0,0,100,384,384,0,384,384,0,384,0,100,1045
1910,1911,100,0,0,100,384,384,0,384,384,0,384,0,100,1046
1933,12431,100,0,0,100,384,384,0,384,384,0,384,0,100,1047
2035,2039,100,0,0,100,384,384,0,384,384,0,384,0,100,1048
9157,11292,100,0,0,100,384,384,0,384,384,0,384,0,100,1049
1910,1923,100,0,0,100,384,384,0,384,384,0,384,0,100,1050
1910,9266,100,0,0,100,384,384,0,384,384,0,384,0,100,1051
1911,11378,100,0,0,100,384,384,0,384,384,0,384,0,100,1052
1911,1910,100,0,0,100,384,384,0,384,384,0,384,0,100,1053
1923,11230,100,0,0,100,384,384,0,384,384,0,384,0,100,1054
1923,1910,100,0,0,100,384,384,0,384,384,0,384,0,100,1055
1923,1925,100,0,0,100,384,384,0,384,384,0,384,0,100,1056
1925,1923,100,0,0,100,384,384,0,384,384,0,384,0,100,1057
1925,1935,100,0,0,100,384,384,0,384,384,0,384,0,100,1058
1933,1935,100,0,0,100,384,384,0,384,384,0,384,0,100,1059
1935,1925,100,0,0,100,384,384,0,384,384,0,384,0,100,1060
1935,1933,100,0,0,100,384,384,0,384,384,0,384,0,100,1061
1935,33,100,0,0,100,384,384,0,384,384,0,384,0,100,1062
1937,10929,100,0,0,100,384,384,0,384,384,0,384,0,100,1063
1937,1945,100,0,0,100,384,384,0,384,384,0,384,0,100,1064
1945,11403,100,0,0,100,384,384,0,384,384,0,384,0,100,1065
1945,1937,100,0,0,100,384,384,0,384,384,0,384,0,100,1066
1945,4169,100,0,0,100,384,384,0,384,384,0,384,0,100,1067
1951,1953,100,0,0,100,384,384,0,384,384,0,384,0,100,1068
1951,3685,100,0,0,100,384,384,0,384,384,0,384,0,100,1069
1953,1951,100,0,0,100,384,384,0,384,384,0,384,0,100,1070
1953,1955,100,0,0,100,384,384,0,384,384,0,384,0,100,1071
9157,4223,100,0,0,100,384,384,0,384,384,0,384,0,100,1072
1987,161,45.0521,0,54.9479,45.0521,384,173,211,566,202,182,384,0,100,1073
1987,1995,100,0,0,100,384,384,0,384,384,0,384,0,100,1074
1995,1987,100,0,0,100,384,384,0,384,384,0,384,0,100,1075
1995,857,100,0,0,100,384,384,0,384,384,0,384,0,100,1076
20000,1199,100,0,0,100,384,384,0,384,384,0,384,0,100,1077
20000,1341,100,0,0,100,384,384,0,384,384,0,384,0,100,1078
2003,10937,100,0,0,100,384,384,0,384,384,0,384,0,100,1079
2003,2007,100,0,0,100,384,384,0,384,384,0,384,0,100,1080
2005,2007,100,0,0,100,384,384,0,384,384,0,384,0,100,1081
2005,25,100,0,0,100,384,384,0,384,384,0,384,0,100,1082
2007,2003,100,0,0,100,384,384,0,384,384,0,384,0,100,1083
2007,2005,100,0,0,100,384,384,0,384,384,0,384,0,100,1084
2019,3993,100,0,0,100,384,384,0,384,384,0,384,0,100,1085
2019,4067,100,0,0,100,384,384,0,384,384,0,384,0,100,1086
2019,4194,100,0,0,100,384,384,0,384,384,0,384,0,100,1087
927,79,100,0,0,100,384,384,0,384,384,0,384,0,100,1088
2041,773,100,0,0,100,384,384,0,384,384,0,384,0,100,1089
2041,9730,100,0,0,100,384,384,0,384,384,0,384,0,100,1090
2043,4021,100,0,0,100,384,384,0,384,384,0,384,0,100,1091
2043,4095,100,0,0,100,384,384,0,384,384,0,384,0,100,1092
2043,4135,100,0,0,100,384,384,0,384,384,0,384,0,100,1093
2043,4195,100,0,0,100,384,384,0,384,384,0,384,0,100,1094
2047,10552,100,0,0,100,384,384,0,384,384,0,384,0,100,1095
2047,4127,100,0,0,100,384,384,0,384,384,0,384,0,100,1096
2047,4220,100,0,0,100,384,384,0,384,384,0,384,0,100,1097
2049,3437,100,0,0,100,384,384,0,384,384,0,384,0,100,1098
2049,4220,100,0,0,100,384,384,0,384,384,0,384,0,100,1099
2055,12351,100,0,0,100,384,384,0,384,384,0,384,0,100,1100
2055,3544,100,0,0,100,384,384,0,384,384,0,384,0,100,1101
2055,4196,100,0,0,100,384,384,0,384,384,0,384,0,100,1102
2057,12245,100,0,0,100,384,384,0,384,384,0,384,0,100,1103
2057,2059,100,0,0,100,384,384,0,384,384,0,384,0,100,1104
2057,3544,100,0,0,100,384,384,0,384,384,0,384,0,100,1105
2059,2057,100,0,0,100,384,384,0,384,384,0,384,0,100,1106
2059,9689,100,0,0,100,384,384,0,384,384,0,384,0,100,1107
2061,10633,100,0,0,100,384,384,0,384,384,0,384,0,100,1108
2061,9689,100,0,0,100,384,384,0,384,384,0,384,0,100,1109
2063,10633,100,0,0,100,384,384,0,384,384,0,384,0,100,1110
313,5,100,0,0,100,384,384,0,384,384,0,384,0,100,1111
2063,10799,100,0,0,100,384,384,0,384,384,0,384,0,100,1112
2063,2603,100,0,0,100,384,384,0,384,384,0,384,0,100,1113
2085,313,100,0,0,100,384,384,0,384,384,0,384,0,100,1114
2085,9700,100,0,0,100,384,384,0,384,384,0,384,0,100,1115
2087,1983,100,0,0,100,384,384,0,384,384,0,384,0,100,1116
2087,9700,100,0,0,100,384,384,0,384,384,0,384,0,100,1117
2095,3424,100,0,0,100,384,384,0,384,384,0,384,0,100,1118
2117,75,100,0,0,100,384,384,0,384,384,0,384,0,100,1119
2117,9839,100,0,0,100,384,384,0,384,384,0,384,0,100,1120
2129,2135,100,0,0,100,384,384,0,384,384,0,384,0,100,1121
2129,4080,100,0,0,100,384,384,0,384,384,0,384,0,100,1122
2135,2129,100,0,0,100,384,384,0,384,384,0,384,0,100,1123
2141,11379,100,0,0,100,384,384,0,384,384,0,384,0,100,1124
2141,11996,100,0,0,100,384,384,0,384,384,0,384,0,100,1125
2151,2157,100,0,0,100,384,384,0,389,379,5,384,0,100,1126
2151,2635,100,0,0,100,384,384,0,384,384,0,384,0,100,1127
2157,11998,100,0,0,100,384,384,0,384,384,0,384,0,100,1128
927,8048,100,0,0,100,384,384,0,384,384,0,384,0,100,1129
2157,2151,100,0,0,100,384,384,0,384,384,0,384,0,100,1130
2167,10634,100,0,0,100,384,384,0,384,384,0,384,0,100,1131
2167,2169,100,0,0,100,384,384,0,384,384,0,384,0,100,1132
2167,4226,100,0,0,100,384,384,0,384,384,0,384,0,100,1133
2169,1089,100,0,0,100,384,384,0,384,384,0,384,0,100,1134
2169,2167,100,0,0,100,384,384,0,384,384,0,384,0,100,1135
2169,3938,100,0,0,100,384,384,0,384,384,0,384,0,100,1136
2183,12071,100,0,0,100,384,384,0,384,384,0,384,0,100,1137
2183,361,75.7812,0,24.2188,75.7812,384,291,93,384,384,0,384,0,100,1138
2205,11427,100,0,0,100,384,384,0,384,384,0,384,0,100,1139
2205,2223,100,0,0,100,384,384,0,384,384,0,384,0,100,1140
2205,2229,100,0,0,100,384,384,0,384,384,0,384,0,100,1141
2213,11416,100,0,0,100,384,384,0,384,384,0,384,0,100,1142
301,297,100,0,0,100,384,384,0,384,384,0,384,0,100,1143
2213,11417,100,0,0,100,384,384,0,384,384,0,384,0,100,1144
2221,10438,100,0,0,100,384,384,0,384,384,0,384,0,100,1145
2221,2223,100,0,0,100,384,384,0,384,384,0,384,0,100,1146
2221,2239,100,0,0,100,384,384,0,384,384,0,384,0,100,1147
2223,2205,100,0,0,100,384,384,0,384,384,0,384,0,100,1148
2223,2221,100,0,0,100,384,384,0,384,384,0,384,0,100,1149
2229,1087,100,0,0,100,384,384,0,384,384,0,384,0,100,1150
2229,2205,100,0,0,100,384,384,0,384,384,0,384,0,100,1151
2239,2221,100,0,0,100,384,384,0,384,384,0,384,0,100,1152
2247,1277,100,0,0,100,384,384,0,384,384,0,384,0,100,1153
301,299,100,0,0,100,384,384,0,384,384,0,384,0,100,1154
317,3478,100,0,0,100,384,384,0,384,384,0,384,0,100,1155
2247,1589,100,0,0,100,384,384,0,384,384,0,384,0,100,1156
2251,9306,100,0,0,100,384,384,0,384,384,0,384,0,100,1157
2264,11429,100,0,0,100,384,384,0,384,384,0,384,0,100,1158
2264,2265,100,0,0,100,384,384,0,384,384,0,384,0,100,1159
2264,401,100,0,0,100,384,384,0,384,384,0,384,0,100,1160
315,313,100,0,0,100,384,384,0,384,384,0,384,0,100,1161
2265,2264,100,0,0,100,384,384,0,384,384,0,384,0,100,1162
2265,8033,100,0,0,100,384,384,0,384,384,0,384,0,100,1163
2271,1059,100,0,0,100,384,384,0,384,384,0,384,0,100,1164
2271,1265,100,0,0,100,384,384,0,384,384,0,384,0,100,1165
2445,1707,100,0,0,100,384,384,0,384,384,0,384,0,100,1166
315,317,100,0,0,100,384,384,0,384,384,0,384,0,100,1167
2273,1131,100,0,0,100,384,384,0,384,384,0,384,0,100,1168
2273,1273,100,0,0,100,384,384,0,384,384,0,384,0,100,1169
2311,1139,100,0,0,100,384,384,0,384,384,0,384,0,100,1170
2311,1365,100,0,0,100,384,384,0,384,384,0,384,0,100,1171
2311,1593,100,0,0,100,384,384,0,384,384,0,384,0,100,1172
2324,2325,100,0,0,100,384,384,0,384,384,0,384,0,100,1173
2325,2324,100,0,0,100,384,384,0,384,384,0,384,0,100,1174
2325,3903,100,0,0,100,384,384,0,384,384,0,384,0,100,1175
2325,4060,100,0,0,100,384,384,0,384,384,0,384,0,100,1176
2327,11441,100,0,0,100,384,384,0,384,384,0,384,0,100,1177
2327,11442,100,0,0,100,384,384,0,384,384,0,384,0,100,1178
2329,1427,100,0,0,100,384,384,0,384,384,0,384,0,100,1179
263,3710,100,0,0,100,384,384,0,384,384,0,384,0,100,1180
317,315,100,0,0,100,384,384,0,384,384,0,384,0,100,1181
2329,1675,100,0,0,100,384,384,0,384,384,0,384,0,100,1182
2329,1701,100,0,0,100,384,384,0,384,384,0,384,0,100,1183
2331,11447,100,0,0,100,384,384,0,384,384,0,384,0,100,1184
2331,11448,100,0,0,100,384,384,0,384,384,0,384,0,100,1185
2335,11448,100,0,0,100,384,384,0,384,384,0,384,0,100,1186
2335,11449,100,0,0,100,384,384,0,384,384,0,384,0,100,1187
2635,2151,100,0,0,100,384,384,0,384,384,0,384,0,100,1188
2635,945,100,0,0,100,384,384,0,384,384,0,384,0,100,1189
2375,1629,100,0,0,100,384,384,0,384,384,0,384,0,100,1190
2375,2377,100,0,0,100,384,384,0,384,384,0,384,0,100,1191
2709,4212,100,0,0,100,384,384,0,384,384,0,384,0,100,1192
319,317,100,0,0,100,384,384,0,384,384,0,384,0,100,1193
271,263,100,0,0,100,384,384,0,384,384,0,384,0,100,1194
319,321,100,0,0,100,384,384,0,384,384,0,384,0,100,1195
2429,2445,100,0,0,100,384,384,0,384,384,0,384,0,100,1196
2377,2375,100,0,0,100,384,384,0,384,384,0,384,0,100,1197
2435,1631,100,0,0,100,384,384,0,384,384,0,384,0,100,1198
271,3003,100,0,0,100,384,384,0,384,384,0,384,0,100,1199
317,319,100,0,0,100,384,384,0,384,384,0,384,0,100,1200
2377,2387,100,0,0,100,384,384,0,384,384,0,384,0,100,1201
2435,1733,100,0,0,100,384,384,0,384,384,0,384,0,100,1202
2435,2429,100,0,0,100,384,384,0,384,384,0,384,0,100,1203
2445,1659,100,0,0,100,384,384,0,384,384,0,384,0,100,1204
301,799,100,0,0,100,384,384,0,384,384,0,384,0,100,1205
2387,2377,100,0,0,100,384,384,0,384,384,0,384,0,100,1206
