From,To,perfect_match_percent,threshold_pass_percent,failed_percent,total_success_rate,total_observations,successful_observations,failed_observations,total_routes,single_route_observations,multi_route_observations,expected_observations,missing_observations,data_coverage_percent,id
11384,10066,81.7708,0,18.2292,81.7708,384,314,70,384,384,0,384,0,100,396
11384,7001,100,0,0,100,384,384,0,384,384,0,384,0,100,397
11384,7244,100,0,0,100,384,384,0,384,384,0,384,0,100,398
11385,4071,100,0,0,100,384,384,0,384,384,0,384,0,100,399
11385,5529,100,0,0,100,384,384,0,384,384,0,384,0,100,400
11386,4125,100,0,0,100,384,384,0,384,384,0,384,0,100,401
11386,9730,100,0,0,100,384,384,0,384,384,0,384,0,100,402
11388,10796,100,0,0,100,384,384,0,384,384,0,384,0,100,403
11388,7177,100,0,0,100,384,384,0,384,384,0,384,0,100,404
1139,1147,100,0,0,100,384,384,0,384,384,0,384,0,100,405
1139,2311,100,0,0,100,384,384,0,384,384,0,384,0,100,406
11391,4036,100,0,0,100,384,384,0,384,384,0,384,0,100,407
11391,7180,100,0,0,100,384,384,0,384,384,0,384,0,100,408
11417,2213,100,0,0,100,384,384,0,384,384,0,384,0,100,409
11418,373,100,0,0,100,384,384,0,384,384,0,384,0,100,410
11392,10071,100,0,0,100,384,384,0,437,331,53,384,0,100,411
11392,7195,100,0,0,100,384,384,0,384,384,0,384,0,100,412
11403,1945,100,0,0,100,384,384,0,384,384,0,384,0,100,413
11403,4131,100,0,0,100,384,384,0,384,384,0,384,0,100,414
11412,10765,100,0,0,100,384,384,0,384,384,0,384,0,100,415
11412,11413,100,0,0,100,384,384,0,384,384,0,384,0,100,416
11413,11412,100,0,0,100,384,384,0,384,384,0,384,0,100,417
11413,11414,100,0,0,100,384,384,0,384,384,0,384,0,100,418
11414,11413,100,0,0,100,384,384,0,384,384,0,384,0,100,419
11414,4173,100,0,0,100,384,384,0,384,384,0,384,0,100,420
11415,4181,100,0,0,100,384,384,0,384,384,0,384,0,100,421
11416,1189,100,0,0,100,384,384,0,384,384,0,384,0,100,422
11416,2213,100,0,0,100,384,384,0,384,384,0,384,0,100,423
11417,10438,100,0,0,100,384,384,0,384,384,0,384,0,100,424
11419,11421,100,0,0,100,384,384,0,384,384,0,384,0,100,425
3973,889,100,0,0,100,384,384,0,384,384,0,384,0,100,426
11424,1075,100,0,0,100,384,384,0,384,384,0,384,0,100,427
11424,1077,100,0,0,100,384,384,0,384,384,0,384,0,100,428
11426,369,100,0,0,100,384,384,0,384,384,0,384,0,100,429
11427,2205,100,0,0,100,384,384,0,384,384,0,384,0,100,430
11427,369,100,0,0,100,384,384,0,384,384,0,384,0,100,431
11428,11429,100,0,0,100,384,384,0,384,384,0,384,0,100,432
11428,1195,100,0,0,100,384,384,0,384,384,0,384,0,100,433
11429,11428,100,0,0,100,384,384,0,384,384,0,384,0,100,434
11429,2264,100,0,0,100,384,384,0,384,384,0,384,0,100,435
11430,1321,100,0,0,100,384,384,0,466,331,53,384,0,100,436
11430,4081,100,0,0,100,384,384,0,384,384,0,384,0,100,437
11433,10187,100,0,0,100,384,384,0,384,384,0,384,0,100,438
11433,9429,100,0,0,100,384,384,0,384,384,0,384,0,100,439
11434,9989,100,0,0,100,384,384,0,384,384,0,384,0,100,440
11434,9999,100,0,0,100,384,384,0,384,384,0,384,0,100,441
11435,1207,100,0,0,100,384,384,0,384,384,0,384,0,100,442
11435,8039,100,0,0,100,384,384,0,474,294,90,384,0,100,443
11436,11437,100,0,0,100,384,384,0,384,384,0,384,0,100,444
11436,9334,100,0,0,100,384,384,0,384,384,0,384,0,100,445
11444,1155,100,0,0,100,384,384,0,384,384,0,384,0,100,446
11437,11436,100,0,0,100,384,384,0,384,384,0,384,0,100,447
11437,4060,100,0,0,100,384,384,0,384,384,0,384,0,100,448
11438,1219,100,0,0,100,384,384,0,384,384,0,384,0,100,449
11438,2324,100,0,0,100,384,384,0,384,384,0,384,0,100,450
11439,11233,100,0,0,100,384,384,0,450,324,60,384,0,100,451
11439,3903,100,0,0,100,384,384,0,384,384,0,384,0,100,452
11440,11233,100,0,0,100,384,384,0,384,384,0,384,0,100,453
11440,3842,100,0,0,100,384,384,0,430,338,46,384,0,100,454
11441,2327,100,0,0,100,384,384,0,384,384,0,384,0,100,455
11441,3842,100,0,0,100,384,384,0,384,384,0,384,0,100,456
11442,1153,100,0,0,100,384,384,0,384,384,0,384,0,100,457
11442,2327,100,0,0,100,384,384,0,384,384,0,384,0,100,458
11443,1151,100,0,0,100,384,384,0,384,384,0,384,0,100,459
11443,3017,100,0,0,100,384,384,0,384,384,0,384,0,100,460
11444,1153,100,0,0,100,384,384,0,384,384,0,384,0,100,461
11445,1155,100,0,0,100,384,384,0,384,384,0,384,0,100,462
11445,3018,100,0,0,100,384,384,0,384,384,0,384,0,100,463
11446,12067,100,0,0,100,384,384,0,384,384,0,384,0,100,464
11446,3545,100,0,0,100,384,384,0,384,384,0,384,0,100,465
11447,1405,99.7396,0,0.260417,99.7396,384,383,1,461,322,62,384,0,100,466
11447,2331,100,0,0,100,384,384,0,384,384,0,384,0,100,467
11448,2331,100,0,0,100,384,384,0,384,384,0,384,0,100,468
11448,2335,100,0,0,100,384,384,0,384,384,0,384,0,100,469
1195,9387,100,0,0,100,384,384,0,384,384,0,384,0,100,470
11449,1449,100,0,0,100,384,384,0,384,384,0,384,0,100,471
11449,2335,100,0,0,100,384,384,0,384,384,0,384,0,100,472
11451,1255,100,0,0,100,384,384,0,384,384,0,384,0,100,473
11451,475,100,0,0,100,384,384,0,384,384,0,384,0,100,474
1147,1139,100,0,0,100,384,384,0,384,384,0,384,0,100,475
1147,1149,100,0,0,100,384,384,0,384,384,0,384,0,100,476
1147,3411,100,0,0,100,384,384,0,384,384,0,384,0,100,477
1147,3770,100,0,0,100,384,384,0,384,384,0,384,0,100,478
1149,1147,100,0,0,100,384,384,0,384,384,0,384,0,100,479
1149,3017,100,0,0,100,384,384,0,384,384,0,384,0,100,480
1151,11443,100,0,0,100,384,384,0,384,384,0,384,0,100,481
11989,11988,100,0,0,100,384,384,0,384,384,0,384,0,100,482
1151,1153,100,0,0,100,384,384,0,384,384,0,384,0,100,483
1153,11442,100,0,0,100,384,384,0,384,384,0,384,0,100,484
1153,11444,100,0,0,100,384,384,0,384,384,0,384,0,100,485
1153,1151,100,0,0,100,384,384,0,384,384,0,384,0,100,486
1155,11444,100,0,0,100,384,384,0,384,384,0,384,0,100,487
1155,11445,100,0,0,100,384,384,0,455,313,71,384,0,100,488
1155,1157,100,0,0,100,384,384,0,384,384,0,384,0,100,489
1157,1155,100,0,0,100,384,384,0,384,384,0,384,0,100,490
1157,1159,100,0,0,100,384,384,0,384,384,0,384,0,100,491
1159,1157,100,0,0,100,384,384,0,384,384,0,384,0,100,492
1159,1161,100,0,0,100,384,384,0,384,384,0,384,0,100,493
11989,11990,100,0,0,100,384,384,0,384,384,0,384,0,100,494
1199,1187,100,0,0,100,384,384,0,384,384,0,384,0,100,495
1199,20000,100,0,0,100,384,384,0,384,384,0,384,0,100,496
11990,11989,100,0,0,100,384,384,0,384,384,0,384,0,100,497
1159,3019,100,0,0,100,384,384,0,384,384,0,384,0,100,498
1161,1159,100,0,0,100,384,384,0,384,384,0,384,0,100,499
1161,1471,100,0,0,100,384,384,0,384,384,0,384,0,100,500
1161,9326,100,0,0,100,384,384,0,384,384,0,384,0,100,501
11611,11612,100,0,0,100,384,384,0,384,384,0,384,0,100,502
11611,7116,100,0,0,100,384,384,0,384,384,0,384,0,100,503
11611,7256,100,0,0,100,384,384,0,384,384,0,384,0,100,504
11612,11611,100,0,0,100,384,384,0,384,384,0,384,0,100,505
1165,1115,100,0,0,100,384,384,0,384,384,0,384,0,100,506
1165,4142,100,0,0,100,384,384,0,384,384,0,384,0,100,507
11731,2603,100,0,0,100,384,384,0,384,384,0,384,0,100,508
11731,941,100,0,0,100,384,384,0,384,384,0,384,0,100,509
11739,10706,100,0,0,100,384,384,0,384,384,0,384,0,100,510
11773,11422,100,0,0,100,384,384,0,384,384,0,384,0,100,511
11773,11423,100,0,0,100,384,384,0,384,384,0,384,0,100,512
1187,1197,100,0,0,100,384,384,0,384,384,0,384,0,100,513
1187,1199,100,0,0,100,384,384,0,384,384,0,384,0,100,514
1189,11416,100,0,0,100,384,384,0,384,384,0,384,0,100,515
11990,11991,100,0,0,100,384,384,0,384,384,0,384,0,100,516
11991,11990,100,0,0,100,384,384,0,384,384,0,384,0,100,517
11894,149,100,0,0,100,384,384,0,384,384,0,384,0,100,518
11894,1955,100,0,0,100,384,384,0,384,384,0,384,0,100,519
119,105,100,0,0,100,384,384,0,384,384,0,384,0,100,520
119,10958,100,0,0,100,384,384,0,384,384,0,384,0,100,521
119,3856,100,0,0,100,384,384,0,384,384,0,384,0,100,522
1191,10523,100,0,0,100,384,384,0,384,384,0,384,0,100,523
1191,381,100,0,0,100,384,384,0,384,384,0,384,0,100,524
1191,9387,0,100,0,100,384,384,0,384,384,0,384,0,100,525
1195,11428,100,0,0,100,384,384,0,384,384,0,384,0,100,526
1195,9306,100,0,0,100,384,384,0,384,384,0,384,0,100,527
1195,9688,100,0,0,100,384,384,0,384,384,0,384,0,100,528
11952,10613,100,0,0,100,384,384,0,384,384,0,384,0,100,529
11952,7180,100,0,0,100,384,384,0,384,384,0,384,0,100,530
1197,1187,100,0,0,100,384,384,0,384,384,0,384,0,100,531
1197,9688,100,0,0,100,384,384,0,384,384,0,384,0,100,532
11981,10066,100,0,0,100,384,384,0,384,384,0,384,0,100,533
11981,4205,100,0,0,100,384,384,0,384,384,0,384,0,100,534
11982,4035,100,0,0,100,384,384,0,384,384,0,384,0,100,535
11982,97,100,0,0,100,384,384,0,384,384,0,384,0,100,536
11983,3403,100,0,0,100,384,384,0,384,384,0,384,0,100,537
11983,9736,100,0,0,100,384,384,0,384,384,0,384,0,100,538
11984,12128,100,0,0,100,384,384,0,384,384,0,384,0,100,539
11985,11300,100,0,0,100,384,384,0,384,384,0,384,0,100,540
11986,11044,100,0,0,100,384,384,0,384,384,0,384,0,100,541
11987,7092,100,0,0,100,384,384,0,384,384,0,384,0,100,542
11988,11989,100,0,0,100,384,384,0,384,384,0,384,0,100,543
11988,9702,100,0,0,100,384,384,0,384,384,0,384,0,100,544
11993,12347,100,0,0,100,384,384,0,384,384,0,384,0,100,545
11995,10319,100,0,0,100,384,384,0,384,384,0,384,0,100,546
11996,2141,100,0,0,100,384,384,0,384,384,0,384,0,100,547
11998,2157,100,0,0,100,384,384,0,384,384,0,384,0,100,548
11998,4181,100,0,0,100,384,384,0,384,384,0,384,0,100,549
1201,10612,100,0,0,100,384,384,0,384,384,0,384,0,100,550
1201,12129,100,0,0,100,384,384,0,384,384,0,384,0,100,551
1201,12188,100,0,0,100,384,384,0,384,384,0,384,0,100,552
1201,1345,100,0,0,100,384,384,0,384,384,0,384,0,100,553
1203,12129,100,0,0,100,384,384,0,384,384,0,384,0,100,554
1203,3840,100,0,0,100,384,384,0,384,384,0,384,0,100,555
1203,8009,100,0,0,100,384,384,0,384,384,0,384,0,100,556
1203,9999,100,0,0,100,384,384,0,384,384,0,384,0,100,557
1205,1207,100,0,0,100,384,384,0,384,384,0,384,0,100,558
1205,4143,100,0,0,100,384,384,0,384,384,0,384,0,100,559
1205,9999,100,0,0,100,384,384,0,384,384,0,384,0,100,560
12067,11446,100,0,0,100,384,384,0,384,384,0,384,0,100,561
12067,1399,100,0,0,100,384,384,0,384,384,0,384,0,100,562
1207,10612,100,0,0,100,384,384,0,384,384,0,384,0,100,563
1207,11435,100,0,0,100,384,384,0,384,384,0,384,0,100,564
1207,1205,100,0,0,100,384,384,0,384,384,0,384,0,100,565
12071,12072,100,0,0,100,384,384,0,384,384,0,384,0,100,566
12071,2183,100,0,0,100,384,384,0,384,384,0,384,0,100,567
12071,4226,100,0,0,100,384,384,0,384,384,0,384,0,100,568
12072,12071,100,0,0,100,384,384,0,384,384,0,384,0,100,569
12082,7199,100,0,0,100,384,384,0,384,384,0,384,0,100,570
12082,7260,100,0,0,100,384,384,0,384,384,0,384,0,100,571
1209,10179,100,0,0,100,384,384,0,384,384,0,384,0,100,572
1209,10612,100,0,0,100,384,384,0,384,384,0,384,0,100,573
1209,1211,100,0,0,100,384,384,0,384,384,0,384,0,100,574
1209,1375,100,0,0,100,384,384,0,384,384,0,384,0,100,575
12095,1355,100,0,0,100,384,384,0,384,384,0,384,0,100,576
12095,1379,100,0,0,100,384,384,0,384,384,0,384,0,100,577
12095,4055,100,0,0,100,384,384,0,384,384,0,384,0,100,578
12097,10808,99.4792,0,0.520833,99.4792,384,382,2,543,270,114,384,0,100,579
12097,1357,100,0,0,100,384,384,0,384,384,0,384,0,100,580
12099,4196,100,0,0,100,384,384,0,384,384,0,384,0,100,581
12099,9073,100,0,0,100,384,384,0,384,384,0,384,0,100,582
12100,10697,100,0,0,100,384,384,0,384,384,0,384,0,100,583
12100,10888,100,0,0,100,384,384,0,384,384,0,384,0,100,584
12100,287,100,0,0,100,384,384,0,384,384,0,384,0,100,585
12106,12107,100,0,0,100,384,384,0,384,384,0,384,0,100,586
12106,1707,100,0,0,100,384,384,0,384,384,0,384,0,100,587
12107,12106,100,0,0,100,384,384,0,384,384,0,384,0,100,588
12107,1711,100,0,0,100,384,384,0,384,384,0,384,0,100,589
1211,1209,100,0,0,100,384,384,0,384,384,0,384,0,100,590
1211,1213,100,0,0,100,384,384,0,384,384,0,384,0,100,591
1211,3720,100,0,0,100,384,384,0,384,384,0,384,0,100,592
12124,12125,100,0,0,100,384,384,0,384,384,0,384,0,100,593
12110,12240,100,0,0,100,384,384,0,384,384,0,384,0,100,594
12110,7024,100,0,0,100,384,384,0,384,384,0,384,0,100,595
12111,10555,100,0,0,100,384,384,0,384,384,0,384,0,100,596
12114,10266,100,0,0,100,384,384,0,384,384,0,384,0,100,597
12117,10173,100,0,0,100,384,384,0,384,384,0,384,0,100,598
12117,10246,100,0,0,100,384,384,0,384,384,0,384,0,100,599
12117,67,100,0,0,100,384,384,0,384,384,0,384,0,100,600
12119,13,100,0,0,100,384,384,0,384,384,0,384,0,100,601
12119,3993,100,0,0,100,384,384,0,384,384,0,384,0,100,602
12119,4067,99.4792,0,0.520833,99.4792,384,382,2,410,358,26,384,0,100,603
12120,12121,100,0,0,100,384,384,0,384,384,0,384,0,100,604
12120,7091,100,0,0,100,384,384,0,384,384,0,384,0,100,605
12121,12120,100,0,0,100,384,384,0,384,384,0,384,0,100,606
12121,12122,100,0,0,100,384,384,0,384,384,0,384,0,100,607
12122,12121,100,0,0,100,384,384,0,384,384,0,384,0,100,608
12122,12123,100,0,0,100,384,384,0,384,384,0,384,0,100,609
12123,12122,100,0,0,100,384,384,0,384,384,0,384,0,100,610
12123,12124,100,0,0,100,384,384,0,384,384,0,384,0,100,611
12123,12241,100,0,0,100,384,384,0,384,384,0,384,0,100,612
12124,12123,100,0,0,100,384,384,0,384,384,0,384,0,100,613
4129,4081,100,0,0,100,384,384,0,384,384,0,384,0,100,614
12125,10793,100,0,0,100,384,384,0,384,384,0,384,0,100,615
12125,12124,100,0,0,100,384,384,0,384,384,0,384,0,100,616
12126,12127,100,0,0,100,384,384,0,389,379,5,384,0,100,617
12126,7067,100,0,0,100,384,384,0,384,384,0,384,0,100,618
12127,12126,100,0,0,100,384,384,0,482,286,98,384,0,100,619
12127,12128,100,0,0,100,384,384,0,384,384,0,384,0,100,620
12128,12127,100,0,0,100,384,384,0,384,384,0,384,0,100,621
12129,1201,100,0,0,100,384,384,0,384,384,0,384,0,100,622
12129,1203,100,0,0,100,384,384,0,384,384,0,384,0,100,623
12129,12188,100,0,0,100,384,384,0,384,384,0,384,0,100,624
1213,1211,100,0,0,100,384,384,0,384,384,0,384,0,100,625
1213,9254,100,0,0,100,384,384,0,384,384,0,384,0,100,626
1213,9334,100,0,0,100,384,384,0,384,384,0,384,0,100,627
12130,10028,100,0,0,100,384,384,0,384,384,0,384,0,100,628
12130,667,100,0,0,100,384,384,0,384,384,0,384,0,100,629
12131,11231,100,0,0,100,384,384,0,384,384,0,384,0,100,630
12131,11288,100,0,0,100,384,384,0,384,384,0,384,0,100,631
12132,749,80.2083,0,19.7917,80.2083,384,308,76,384,384,0,384,0,100,632
12132,9128,100,0,0,100,384,384,0,384,384,0,384,0,100,633
12134,12135,100,0,0,100,384,384,0,384,384,0,384,0,100,634
12134,9427,100,0,0,100,384,384,0,384,384,0,384,0,100,635
12135,10550,100,0,0,100,384,384,0,384,384,0,384,0,100,636
12135,12134,100,0,0,100,384,384,0,384,384,0,384,0,100,637
12136,10233,100,0,0,100,384,384,0,384,384,0,384,0,100,638
12136,8024,79.9479,0,20.0521,79.9479,384,307,77,384,384,0,384,0,100,639
12139,1109,100,0,0,100,384,384,0,384,384,0,384,0,100,640
12139,7219,100,0,0,100,384,384,0,384,384,0,384,0,100,641
1215,3588,100,0,0,100,384,384,0,384,384,0,384,0,100,642
1215,9254,100,0,0,100,384,384,0,384,384,0,384,0,100,643
12162,12166,100,0,0,100,384,384,0,384,384,0,384,0,100,644
12162,3660,100,0,0,100,384,384,0,384,384,0,384,0,100,645
12162,4048,100,0,0,100,384,384,0,384,384,0,384,0,100,646
12166,12162,100,0,0,100,384,384,0,384,384,0,384,0,100,647
12166,1247,100,0,0,100,384,384,0,384,384,0,384,0,100,648
12166,3933,100,0,0,100,384,384,0,384,384,0,384,0,100,649
1217,1219,100,0,0,100,384,384,0,384,384,0,384,0,100,650
1217,3588,100,0,0,100,384,384,0,384,384,0,384,0,100,651
12185,10616,100,0,0,100,384,384,0,384,384,0,384,0,100,652
12185,459,100,0,0,100,384,384,0,384,384,0,384,0,100,653
12185,468,100,0,0,100,384,384,0,384,384,0,384,0,100,654
12188,10488,100,0,0,100,384,384,0,384,384,0,384,0,100,655
12188,1201,100,0,0,100,384,384,0,384,384,0,384,0,100,656
12188,12129,0,100,0,100,384,384,0,384,384,0,384,0,100,657
1219,11438,100,0,0,100,384,384,0,384,384,0,384,0,100,658
1219,1217,100,0,0,100,384,384,0,384,384,0,384,0,100,659
1219,1227,100,0,0,100,384,384,0,384,384,0,384,0,100,660
12236,105,100,0,0,100,384,384,0,384,384,0,384,0,100,661
12236,99,100,0,0,100,384,384,0,384,384,0,384,0,100,662
12239,1079,100,0,0,100,384,384,0,384,384,0,384,0,100,663
12239,367,100,0,0,100,384,384,0,384,384,0,384,0,100,664
12240,12110,100,0,0,100,384,384,0,384,384,0,384,0,100,665
12241,12123,100,0,0,100,384,384,0,384,384,0,384,0,100,666
12241,12242,100,0,0,100,384,384,0,384,384,0,384,0,100,667
12242,12241,100,0,0,100,384,384,0,384,384,0,384,0,100,668
12242,12244,100,0,0,100,384,384,0,384,384,0,384,0,100,669
12244,10058,100,0,0,100,384,384,0,384,384,0,384,0,100,670
12244,12242,100,0,0,100,384,384,0,384,384,0,384,0,100,671
12244,39,100,0,0,100,384,384,0,384,384,0,384,0,100,672
12347,11993,100,0,0,100,384,384,0,384,384,0,384,0,100,673
12245,11379,100,0,0,100,384,384,0,623,230,154,384,0,100,674
12245,2057,100,0,0,100,384,384,0,384,384,0,384,0,100,675
1227,1219,100,0,0,100,384,384,0,384,384,0,384,0,100,676
1227,1229,100,0,0,100,384,384,0,384,384,0,384,0,100,677
1227,3772,100,0,0,100,384,384,0,384,384,0,384,0,100,678
12285,4064,100,0,0,100,384,384,0,384,384,0,384,0,100,679
12285,9158,100,0,0,100,384,384,0,384,384,0,384,0,100,680
1229,10525,100,0,0,100,384,384,0,384,384,0,384,0,100,681
1229,1227,100,0,0,100,384,384,0,384,384,0,384,0,100,682
1229,1391,100,0,0,100,384,384,0,384,384,0,384,0,100,683
12291,3993,100,0,0,100,384,384,0,384,384,0,384,0,100,684
12291,4193,100,0,0,100,384,384,0,384,384,0,384,0,100,685
12291,4194,100,0,0,100,384,384,0,384,384,0,384,0,100,686
1233,3933,100,0,0,100,384,384,0,384,384,0,384,0,100,687
1233,4052,100,0,0,100,384,384,0,384,384,0,384,0,100,688
12341,311,100,0,0,100,384,384,0,384,384,0,384,0,100,689
12341,873,100,0,0,100,384,384,0,384,384,0,384,0,100,690
12346,12347,100,0,0,100,384,384,0,384,384,0,384,0,100,691
12346,3692,100,0,0,100,384,384,0,384,384,0,384,0,100,692
12346,9674,100,0,0,100,384,384,0,384,384,0,384,0,100,693
12347,12346,100,0,0,100,384,384,0,384,384,0,384,0,100,694
12351,10957,100,0,0,100,384,384,0,384,384,0,384,0,100,695
12351,2055,100,0,0,100,384,384,0,384,384,0,384,0,100,696
12353,1779,100,0,0,100,384,384,0,384,384,0,384,0,100,697
12353,1783,100,0,0,100,384,384,0,384,384,0,384,0,100,698
12353,1811,100,0,0,100,384,384,0,384,384,0,384,0,100,699
12354,3498,100,0,0,100,384,384,0,384,384,0,384,0,100,700
12354,3919,100,0,0,100,384,384,0,384,384,0,384,0,100,701
12354,9616,100,0,0,100,384,384,0,384,384,0,384,0,100,702
12355,1801,100,0,0,100,384,384,0,384,384,0,384,0,100,703
12355,565,100,0,0,100,384,384,0,384,384,0,384,0,100,704
4131,727,100,0,0,100,384,384,0,384,384,0,384,0,100,705
12355,573,100,0,0,100,384,384,0,384,384,0,384,0,100,706
12356,7046,100,0,0,100,384,384,0,384,384,0,384,0,100,707
12356,7190,100,0,0,100,384,384,0,384,384,0,384,0,100,708
12420,3017,100,0,0,100,384,384,0,384,384,0,384,0,100,709
12420,3019,100,0,0,100,384,384,0,384,384,0,384,0,100,710
12423,4188,100,0,0,100,384,384,0,384,384,0,384,0,100,711
12423,4219,100,0,0,100,384,384,0,384,384,0,384,0,100,712
12430,639,100,0,0,100,384,384,0,384,384,0,384,0,100,713
1261,8070,100,0,0,100,384,384,0,395,373,11,384,0,100,714
12612,7083,100,0,0,100,384,384,0,384,384,0,384,0,100,715
12613,12614,100,0,0,100,384,384,0,384,384,0,384,0,100,716
4189,11382,100,0,0,100,384,384,0,384,384,0,384,0,100,717
12431,1933,100,0,0,100,384,384,0,384,384,0,384,0,100,718
1247,10616,100,0,0,100,384,384,0,384,384,0,384,0,100,719
1247,12166,100,0,0,100,384,384,0,384,384,0,384,0,100,720
1247,1257,100,0,0,100,384,384,0,384,384,0,384,0,100,721
12613,9478,100,0,0,100,384,384,0,384,384,0,384,0,100,722
12614,1127,100,0,0,100,384,384,0,384,384,0,384,0,100,723
1247,9410,100,0,0,100,384,384,0,384,384,0,384,0,100,724
125,10958,100,0,0,100,384,384,0,384,384,0,384,0,100,725
125,131,98.9583,0,1.04167,98.9583,384,380,4,432,336,48,384,0,100,726
125,693,100,0,0,100,384,384,0,384,384,0,384,0,100,727
12539,4054,100,0,0,100,384,384,0,384,384,0,384,0,100,728
12539,749,80.9896,0,19.0104,80.9896,384,311,73,384,384,0,384,0,100,729
1255,11451,100,0,0,100,384,384,0,384,384,0,384,0,100,730
1255,1257,100,0,0,100,384,384,0,384,384,0,384,0,100,731
1257,1247,100,0,0,100,384,384,0,384,384,0,384,0,100,732
1257,1255,100,0,0,100,384,384,0,384,384,0,384,0,100,733
12612,7085,100,0,0,100,384,384,0,384,384,0,384,0,100,734
1261,1265,100,0,0,100,384,384,0,384,384,0,384,0,100,735
12614,12613,100,0,0,100,384,384,0,384,384,0,384,0,100,736
12614,30000,100,0,0,100,384,384,0,384,384,0,384,0,100,737
12616,401,100,0,0,100,384,384,0,384,384,0,384,0,100,738
12616,5894,100,0,0,100,384,384,0,384,384,0,384,0,100,739
12619,1095,100,0,0,100,384,384,0,384,384,0,384,0,100,740
12619,1983,100,0,0,100,384,384,0,384,384,0,384,0,100,741
1265,1261,100,0,0,100,384,384,0,384,384,0,384,0,100,742
1265,1273,100,0,0,100,384,384,0,384,384,0,384,0,100,743
1265,2271,100,0,0,100,384,384,0,384,384,0,384,0,100,744
1273,1265,100,0,0,100,384,384,0,384,384,0,384,0,100,745
1273,1277,100,0,0,100,384,384,0,384,384,0,384,0,100,746
1273,2273,100,0,0,100,384,384,0,384,384,0,384,0,100,747
1277,1273,100,0,0,100,384,384,0,384,384,0,384,0,100,748
1277,1283,100,0,0,100,384,384,0,384,384,0,384,0,100,749
1277,2247,100,0,0,100,384,384,0,384,384,0,384,0,100,750
1955,11894,100,0,0,100,384,384,0,384,384,0,384,0,100,751
1283,1277,100,0,0,100,384,384,0,384,384,0,384,0,100,752
1283,1285,100,0,0,100,384,384,0,384,384,0,384,0,100,753
1285,1283,100,0,0,100,384,384,0,384,384,0,384,0,100,754
1285,1287,100,0,0,100,384,384,0,384,384,0,384,0,100,755
1285,1573,100,0,0,100,384,384,0,384,384,0,384,0,100,756
1287,1285,100,0,0,100,384,384,0,384,384,0,384,0,100,757
1287,1595,100,0,0,100,384,384,0,384,384,0,384,0,100,758
1287,4102,100,0,0,100,384,384,0,384,384,0,384,0,100,759
13,11,100,0,0,100,384,384,0,384,384,0,384,0,100,760
13,12119,100,0,0,100,384,384,0,384,384,0,384,0,100,761
13,747,100,0,0,100,384,384,0,384,384,0,384,0,100,762
13,749,80.2083,0,19.7917,80.2083,384,308,76,384,384,0,384,0,100,763
1955,1953,100,0,0,100,384,384,0,384,384,0,384,0,100,764
1301,11218,100,0,0,100,384,384,0,384,384,0,384,0,100,765
1301,1317,100,0,0,100,384,384,0,384,384,0,384,0,100,766
1301,1329,100,0,0,100,384,384,0,384,384,0,384,0,100,767
131,10264,100,0,0,100,384,384,0,384,384,0,384,0,100,768
131,125,100,0,0,100,384,384,0,384,384,0,384,0,100,769
131,135,100,0,0,100,384,384,0,384,384,0,384,0,100,770
1317,10582,100,0,0,100,384,384,0,384,384,0,384,0,100,771
1317,1301,100,0,0,100,384,384,0,384,384,0,384,0,100,772
1321,11430,100,0,0,100,384,384,0,404,364,20,384,0,100,773
1321,4002,100,0,0,100,384,384,0,384,384,0,384,0,100,774
135,4184,100,0,0,100,384,384,0,384,384,0,384,0,100,775
1973,7,100,0,0,100,384,384,0,384,384,0,384,0,100,776
1321,4039,96.8831,0,3.11688,96.8831,385,373,12,498,272,113,384,0,100.26,777
1329,10807,100,0,0,100,384,384,0,384,384,0,384,0,100,778
1329,1301,100,0,0,100,384,384,0,384,384,0,384,0,100,779
1337,11218,100,0,0,100,384,384,0,384,384,0,384,0,100,780
1337,3698,100,0,0,100,384,384,0,384,384,0,384,0,100,781
1339,1341,100,0,0,100,384,384,0,384,384,0,384,0,100,782
1339,3698,100,0,0,100,384,384,0,384,384,0,384,0,100,783
1339,4212,100,0,0,100,384,384,0,384,384,0,384,0,100,784
1341,1339,100,0,0,100,384,384,0,384,384,0,384,0,100,785
1341,1343,100,0,0,100,384,384,0,384,384,0,384,0,100,786
1341,20000,100,0,0,100,384,384,0,384,384,0,384,0,100,787
1343,1341,100,0,0,100,384,384,0,384,384,0,384,0,100,788
1343,1345,100,0,0,100,384,384,0,384,384,0,384,0,100,789
1345,1201,100,0,0,100,384,384,0,384,384,0,384,0,100,790
1345,1343,100,0,0,100,384,384,0,384,384,0,384,0,100,791
135,131,100,0,0,100,384,384,0,384,384,0,384,0,100,792
1973,867,100,0,0,100,384,384,0,384,384,0,384,0,100,793
135,619,100,0,0,100,384,384,0,384,384,0,384,0,100,794
1355,12095,100,0,0,100,384,384,0,384,384,0,384,0,100,795
1355,3768,100,0,0,100,384,384,0,384,384,0,384,0,100,796
1355,4057,100,0,0,100,384,384,0,384,384,0,384,0,100,797
1355,4129,100,0,0,100,384,384,0,384,384,0,384,0,100,798
1357,12097,100,0,0,100,384,384,0,384,384,0,384,0,100,799
1357,1359,100,0,0,100,384,384,0,384,384,0,384,0,100,800
1357,9039,100,0,0,100,384,384,0,384,384,0,384,0,100,801
1359,1357,100,0,0,100,384,384,0,384,384,0,384,0,100,802
