DataID,Name,SegmentID,RouteAlternative,RequestedTime,Timestamp,DayInWeek,DayType,Duration (seconds),Static Duration (seconds),Distance (meters),Speed (km/h),Url,Polyline,is_valid,valid_code,hausdorff_distance,hausdorff_pass,link_id
317552278,s_10066-11384,1530545,1,06:00:00,2025-10-02 06:01:39,יום ה,חג,625,632,7919,45.6134,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317552278&a=1&du=625,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317552511,s_10066-11384,1530545,1,06:15:00,2025-10-02 06:15:41,יום ה,חג,632,632,7919,45.1082,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317552511&a=1&du=632,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317560236,s_10066-11384,1530545,1,06:30:00,2025-10-02 06:31:40,יום ה,חג,616,632,7919,46.2799,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317560236&a=1&du=616,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317561839,s_10066-11384,1530545,1,06:45:00,2025-10-02 06:45:41,יום ה,חג,620,632,7919,45.9813,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317561839&a=1&du=620,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317566896,s_10066-11384,1530545,1,07:00:00,2025-10-02 07:01:40,יום ה,חג,620,632,7919,45.9813,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317566896&a=1&du=620,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317568322,s_10066-11384,1530545,1,07:15:00,2025-10-02 07:15:40,יום ה,חג,616,632,7919,46.2799,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317568322&a=1&du=616,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317573392,s_10066-11384,1530545,1,07:30:00,2025-10-02 07:31:40,יום ה,חג,629,632,7919,45.3234,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317573392&a=1&du=629,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317574116,s_10066-11384,1530545,1,07:45:00,2025-10-02 07:45:41,יום ה,חג,621,632,7919,45.9072,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317574116&a=1&du=621,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317580323,s_10066-11384,1530545,1,08:00:00,2025-10-02 08:01:39,יום ה,חג,613,632,7919,46.5064,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317580323&a=1&du=613,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317581114,s_10066-11384,1530545,1,08:15:00,2025-10-02 08:15:42,יום ה,חג,608,632,7919,46.8888,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317581114&a=1&du=608,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317586889,s_10066-11384,1530545,1,08:30:00,2025-10-02 08:31:43,יום ה,חג,603,632,7919,47.2776,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317586889&a=1&du=603,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317587194,s_10066-11384,1530545,1,08:45:00,2025-10-02 08:45:40,יום ה,חג,598,632,7919,47.6729,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317587194&a=1&du=598,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317593755,s_10066-11384,1530545,1,09:00:00,2025-10-02 09:01:42,יום ה,חג,593,632,7919,48.0749,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317593755&a=1&du=593,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317594278,s_10066-11384,1530545,1,09:15:00,2025-10-02 09:15:40,יום ה,חג,591,632,7919,48.2376,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317594278&a=1&du=591,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
