DataID,Name,SegmentID,RouteAlternative,RequestedTime,Timestamp,DayInWeek,DayType,Duration (seconds),Static Duration (seconds),Distance (meters),Speed (km/h),Url,Polyline,is_valid,valid_code,hausdorff_distance,hausdorff_pass,link_id
317507854,s_10066-11384,1530545,1,02:15:00,2025-10-02 02:15:38,יום ה,חג,597,632,7919,47.7528,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317507854&a=1&du=597,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317513895,s_10066-11384,1530545,1,02:45:00,2025-10-02 02:45:38,יום ה,חג,589,632,7919,48.4014,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317513895&a=1&du=589,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317517976,s_10066-11384,1530545,1,03:00:00,2025-10-02 03:01:42,יום ה,חג,599,632,7919,47.5933,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317517976&a=1&du=599,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317519688,s_10066-11384,1530545,1,03:15:00,2025-10-02 03:15:37,יום ה,חג,608,632,7919,46.8888,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317519688&a=1&du=608,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317524339,s_10066-11384,1530545,1,03:30:00,2025-10-02 03:31:42,יום ה,חג,599,632,7919,47.5933,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317524339&a=1&du=599,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317525573,s_10066-11384,1530545,1,03:45:00,2025-10-02 03:45:37,יום ה,חג,599,632,7919,47.5933,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317525573&a=1&du=599,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317529952,s_10066-11384,1530545,1,04:00:00,2025-10-02 04:01:45,יום ה,חג,601,632,7919,47.4349,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317529952&a=1&du=601,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317531509,s_10066-11384,1530545,1,04:15:00,2025-10-02 04:15:52,יום ה,חג,602,632,7919,47.3561,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317531509&a=1&du=602,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317535977,s_10066-11384,1530545,1,04:30:00,2025-10-02 04:31:44,יום ה,חג,644,632,7919,44.2677,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317535977&a=1&du=644,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317537348,s_10066-11384,1530545,1,04:45:00,2025-10-02 04:45:43,יום ה,חג,645,632,7919,44.1991,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317537348&a=1&du=645,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317541484,s_10066-11384,1530545,1,05:00:00,2025-10-02 05:01:54,יום ה,חג,634,632,7919,44.9659,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317541484&a=1&du=634,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317543264,s_10066-11384,1530545,1,05:15:00,2025-10-02 05:15:41,יום ה,חג,636,632,7919,44.8245,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317543264&a=1&du=636,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317547742,s_10066-11384,1530545,1,05:30:00,2025-10-02 05:31:38,יום ה,חג,607,632,7919,46.9661,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317547742&a=1&du=607,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
317549247,s_10066-11384,1530545,1,05:45:00,2025-10-02 05:45:40,יום ה,חג,612,632,7919,46.5824,https://tdr.mpayer.co.il/external/recording?s=1530545&d=317549247&a=1&du=612,ykaaE{gevEIY]i@YQb@t@Pr@DZjR}CfF_AnCYpPgDh@WhEo@v@GzBChADzD^jCb@rDd@n@NXTHBRBPGHSAWIg@@g@FcA@]J_@fAy@l@w@l@kAF[C[IUSUk@Qy@@{CQ_B@[JeAn@MKO@INBR?@{A~@wAhAw@n@a@Ro@PoHdAcFfAwd@fI}F|@mBT_@CWMe@c@s@{@qFwHgBgCmCmD}KoOaPuWaHwK_CyCq@gAy@w@gCkByB_A_Be@uDo@wAIqZeEsMaB{@Gs@@qARaBh@kDlB_Ad@}@ZIA{Bv@c@AgA@iBSoAWYs@tA}GrAoFTWb@Gn@XrCjBn@\APHNL@JIBQGOMEMFADo@]sCkB_Bu@,False,2,1635.89,False,s_10066-11384
