kid,Id,code_a,dir_a,azi_a,code_b,dir_b,azi_b,code_start,dir_start,code_end,dir_end,travel_mode,azi_a_raw,azi_b_raw,azi_a_sw,azi_b_sw,azi_a_pl,azi_b_pl,axis_fix,geometry_wkt
460,460-48,8,NW,310.25421479169245,4,SE,130.2398745931398,4,SE,8,NW,4-8,310.25421479169245,130.2398745931398,149.0752487371532,329.0866581111054,305.9840378497015,125.98403784970152,0,"LINESTRING (34.81659 31.38221, 34.78906 31.4022)"
779,779-26,6,SW,228.74063824748185,2,NE,48.73630094094389,2,NE,6,SW,2-6,228.74063824748185,48.73630094094389,211.83373737573868,31.83015793554381,233.03118397636825,53.03118397636823,0,"LINESTRING (34.81603 31.38135, 34.8077 31.37508)"
459,459-84,4,SE,131.58686074149716,8,NW,311.61280033129384,8,NW,4,SE,8-4,131.58686074149716,311.61280033129384,327.87767220717535,147.85597962188515,127.30152366091946,307.30152366091943,0,"LINESTRING (34.8166 31.38191, 34.86644 31.34394)"
134,134-15,5,S,193.75498531492252,1,N,13.753891611719212,1,N,5,S,1-5,193.75498531492252,13.753891611719212,250.65010045425907,70.64607891871016,196.12848329503095,16.128483295030946,0,"LINESTRING (34.9515 32.60346, 34.94947 32.59644)"
138,138-51,1,N,8.55499745563825,5,S,188.56527700164926,5,S,1,N,5-1,8.55499745563825,188.56527700164926,77.77303477408063,257.8343822098928,10.08947461977713,190.08947461977712,0,"LINESTRING (34.9515 32.60346, 34.97055 32.71052)"
2256,2256-73,3,E,99.07055901858017,7,W,279.0772032390846,7,W,3,E,7-3,99.07055901858017,279.0772032390846,353.6086647661141,173.60767442719288,97.76719361342236,277.76719361342236,0,"LINESTRING (35.14786 31.79716, 35.16047 31.79544)"
391,391-37,7,W,284.8306414989521,3,E,104.82304299955301,3,E,7,W,3-7,284.8306414989521,104.82304299955301,169.47886641310322,349.48074282903997,282.7389893764383,102.7389893764383,0,"LINESTRING (35.14801 31.79742, 35.13359 31.80068)"
113,113-51,1,N,9.859506930766615,5,S,189.8610389282257,5,S,1,N,5-1,9.859506930766615,189.8610389282257,76.05299583261784,256.061021576138,11.561021656069192,191.5610216560692,0,"LINESTRING (34.89128 32.25535, 34.89415 32.26938)"
63,63-62,2,NE,32.25165012917361,6,SW,212.26144367445045,6,SW,2,NE,6-2,32.25165012917361,212.26144367445045,47.969387601943176,227.9839031339597,36.46667104988173,216.4666710498817,0,"LINESTRING (35.25774 31.79725, 35.27632 31.82239)"
401,401-48,8,NW,306.4047697646063,4,SE,126.39552097311056,4,SE,8,NW,4-8,306.4047697646063,126.39552097311056,152.6804581769783,332.6868354542316,302.1957339347154,122.1957339347154,0,"LINESTRING (35.25765 31.79723, 35.2401 31.80828)"
397,397-15,5,S,171.49950354825074,1,N,351.5005572075189,1,N,5,S,1-5,171.49950354825074,351.5005572075189,282.04565946382104,102.03906130633956,170.07497044791054,350.0749704479105,0,"LINESTRING (35.25752 31.79721, 35.25952 31.78578)"
679,679-73,3,E,85.5956648819401,7,W,265.6049027699069,7,W,3,E,7-3,85.5956648819401,265.6049027699069,3.088921681019423,183.08957411986552,86.25149595364739,266.2514959536474,0,"LINESTRING (34.9031 32.0666, 34.9205 32.06774)"
1154,1154-15,5,S,174.18940871683284,1,N,354.19062947388784,1,N,5,S,1-5,174.18940871683284,354.19062947388784,278.2576330403233,98.24661808041233,173.18656991140566,353.1865699114056,0,"LINESTRING (34.90303 32.06671, 34.90533 32.04746)"
